"","x"
"5099","Delfeayo Marsalis"
"5100","Kenny G"
"5101","Delfeayo Marsalis"
"5102","Miles Davis"
"5103","Delfeayo Marsalis"
"5104","Fats Domino"
"5105","Delfeayo Marsalis"
"5106","Kenny Garrett"
"5107","Delfeayo Marsalis"
"5108","Jason Marsalis"
"5109","Delfeayo Marsalis"
"5110","Ron Carter"
"5111","Delfeayo Marsalis"
"5112","Max Roach"
"5113","Delfeayo Marsalis"
"5114","Phil Bowler"
"5115","Delfeayo Marsalis"
"5116","Louis Armstrong"
"5117","Delfeayo Marsalis"
"5118","Thelonious Monk"
"5119","Delfeayo Marsalis"
"5120","Art Blakey"
"5121","Delfeayo Marsalis"
"5122","Ray Drummond"
"5123","Delfeayo Marsalis"
"5124","Charnett Moffett"
"5125","Delfeayo Marsalis"
"5126","Bobby Hutcherson"
"5127","Delfeayo Marsalis"
"5128","Wellman Braud"
"5129","Delfeayo Marsalis"
"5130","Clark Terry"
"5131","Delfeayo Marsalis"
"5132","Clifford Brown"
"5133","Delfeayo Marsalis"
"5134","Curtis Fuller"
"5135","Delfeayo Marsalis"
"5136","Ira Coleman"
"5137","Delfeayo Marsalis"
"5138","Slide Hampton"
"5139","Delfeayo Marsalis"
"5140","Herbie Hancock"
"5141","Delfeayo Marsalis"
"5142","Kenny Kirkland"
"5143","Delfeayo Marsalis"
"5144","Duke Ellington"
"5145","Delfeayo Marsalis"
"5146","Ellis Marsalis Jr."
"5147","Abbey Lincoln"
"5148","Tommy Turrentine"
"5149","Abbey Lincoln"
"5150","Johnny Mathis"
"5151","Abbey Lincoln"
"5152","Coleman Hawkins"
"5153","Abbey Lincoln"
"5154","Bud Powell"
"5155","Abbey Lincoln"
"5156","Nat King Cole"
"5157","Abbey Lincoln"
"5158","Stan Getz"
"5159","Abbey Lincoln"
"5160","Cozy Cole"
"5161","Abbey Lincoln"
"5162","Oscar Brown"
"5163","Abbey Lincoln"
"5164","Julian Priester"
"5165","Abbey Lincoln"
"5166","Ella Fitzgerald"
"5167","Abbey Lincoln"
"5168","Mal Waldron"
"5169","Abbey Lincoln"
"5170","Helen Humes"
"5171","Abbey Lincoln"
"5172","Wardell Gray"
"5173","Abbey Lincoln"
"5174","Wynton Kelly"
"5175","Abbey Lincoln"
"5176","Anita O'Day"
"5177","Abbey Lincoln"
"5178","Jackie McLean"
"5179","Abbey Lincoln"
"5180","Booker Little"
"5181","Abbey Lincoln"
"5182","Cassandra Wilson"
"5183","Abbey Lincoln"
"5184","Kenny Dorham"
"5185","Abbey Lincoln"
"5186","Reggie Workman"
"5187","Abbey Lincoln"
"5188","Dave Brubeck"
"5189","Abbey Lincoln"
"5190","Hank Jones"
"5191","Abbey Lincoln"
"5192","Miles Davis"
"5193","Abbey Lincoln"
"5194","Dizzy Gillespie"
"5195","Abbey Lincoln"
"5196","Frank Sinatra"
"5197","Abbey Lincoln"
"5198","Ron Carter"
"5199","Abbey Lincoln"
"5200","Lionel Hampton"
"5201","Abbey Lincoln"
"5202","Charlie Parker"
"5203","Abbey Lincoln"
"5204","Sammy Davis Jr."
"5205","Abbey Lincoln"
"5206","Cab Calloway"
"5207","Abbey Lincoln"
"5208","Stanley Turrentine"
"5209","Abbey Lincoln"
"5210","Max Roach"
"5211","Abbey Lincoln"
"5212","Bill Johnson (reed player)"
"5213","Abbey Lincoln"
"5214","Charles Mingus"
"5215","Abbey Lincoln"
"5216","Hazel Scott"
"5217","Abbey Lincoln"
"5218","Louis Armstrong"
"5219","Abbey Lincoln"
"5220","Pat Metheny"
"5221","Abbey Lincoln"
"5222","J. J. Johnson"
"5223","Abbey Lincoln"
"5224","Lena Horne"
"5225","Abbey Lincoln"
"5226","Benny Carter"
"5227","Abbey Lincoln"
"5228","Melba Liston"
"5229","Abbey Lincoln"
"5230","Roy Hargrove"
"5231","Abbey Lincoln"
"5232","Clifford Brown"
"5233","Abbey Lincoln"
"5234","Betty Carter"
"5235","Abbey Lincoln"
"5236","Glenn Miller"
"5237","Abbey Lincoln"
"5238","Count Basie"
"5239","Abbey Lincoln"
"5240","Shirley Horn"
"5241","Abbey Lincoln"
"5242","Louis Jordan"
"5243","Abbey Lincoln"
"5244","Eddie Beal"
"5245","Abbey Lincoln"
"5246","Dinah Washington"
"5247","Abbey Lincoln"
"5248","Jo Jones"
"5249","Abbey Lincoln"
"5250","Duke Ellington"
"5251","Yusef Lateef"
"5252","Ornette Coleman"
"5253","Yusef Lateef"
"5254","John Lewis (pianist)"
"5255","Yusef Lateef"
"5256","Louis Hayes"
"5257","Yusef Lateef"
"5258","Coleman Hawkins"
"5259","Yusef Lateef"
"5260","Bud Powell"
"5261","Yusef Lateef"
"5262","Lucky Thompson"
"5263","Yusef Lateef"
"5264","Ted Dunbar"
"5265","Yusef Lateef"
"5266","Earl Gardner (musician)"
"5267","Yusef Lateef"
"5268","Hugh Lawson (jazz pianist)"
"5269","Yusef Lateef"
"5270","Wilbur Harden"
"5271","Yusef Lateef"
"5272","Barry Harris"
"5273","Yusef Lateef"
"5274","Roy Eldridge"
"5275","Yusef Lateef"
"5276","Tommy Flanagan"
"5277","Yusef Lateef"
"5278","Chief Bey"
"5279","Yusef Lateef"
"5280","Lester Young"
"5281","Yusef Lateef"
"5282","Thad Jones"
"5283","Yusef Lateef"
"5284","Ben Webster"
"5285","Yusef Lateef"
"5286","Sonny Stitt"
"5287","Yusef Lateef"
"5288","Alice Coltrane"
"5289","Yusef Lateef"
"5290","John Coltrane"
"5291","Yusef Lateef"
"5292","John Levy (musician)"
"5293","Yusef Lateef"
"5294","Hot Lips Page"
"5295","Yusef Lateef"
"5296","Frank Wess"
"5297","Yusef Lateef"
"5298","Chu Berry"
"5299","Yusef Lateef"
"5300","Shirley Scott"
"5301","Yusef Lateef"
"5302","Milt Jackson"
"5303","Yusef Lateef"
"5304","Charles McPherson (musician)"
"5305","Yusef Lateef"
"5306","Freddie Webster"
"5307","Yusef Lateef"
"5308","Dexter Gordon"
"5309","Yusef Lateef"
"5310","Kenny Burrell"
"5311","Yusef Lateef"
"5312","Frank Foster (musician)"
"5313","Yusef Lateef"
"5314","Miles Davis"
"5315","Yusef Lateef"
"5316","Dizzy Gillespie"
"5317","Yusef Lateef"
"5318","Budd Johnson"
"5319","Yusef Lateef"
"5320","Earle Warren"
"5321","Yusef Lateef"
"5322","Charlie Parker"
"5323","Yusef Lateef"
"5324","Sahib Shihab"
"5325","Yusef Lateef"
"5326","Cab Calloway"
"5327","Yusef Lateef"
"5328","James Moody (saxophonist)"
"5329","Yusef Lateef"
"5330","Elvin Jones"
"5331","Yusef Lateef"
"5332","Albert Heath"
"5333","Yusef Lateef"
"5334","Sam Most"
"5335","Yusef Lateef"
"5336","Charles Mingus"
"5337","Yusef Lateef"
"5338","Louis Armstrong"
"5339","Yusef Lateef"
"5340","Earl Hines"
"5341","Yusef Lateef"
"5342","Art Blakey"
"5343","Yusef Lateef"
"5344","Jimmie Lunceford"
"5345","Yusef Lateef"
"5346","Boogie Woogie Red"
"5347","Yusef Lateef"
"5348","Benny Carter"
"5349","Yusef Lateef"
"5350","Jay McShann"
"5351","Yusef Lateef"
"5352","Ray Brown (musician)"
"5353","Yusef Lateef"
"5354","Don Byas"
"5355","Yusef Lateef"
"5356","Wilbur de Paris"
"5357","Yusef Lateef"
"5358","Count Basie"
"5359","Yusef Lateef"
"5360","Don Cherry (singer)"
"5361","Yusef Lateef"
"5362","Herschel Evans"
"5363","Yusef Lateef"
"5364","Ernie Henry"
"5365","Yusef Lateef"
"5366","Duke Ellington"
"5367","Phil Woods"
"5368","Quincy Jones"
"5369","Phil Woods"
"5370","Bud Powell"
"5371","Phil Woods"
"5372","Eddie Daniels"
"5373","Phil Woods"
"5374","John Zorn"
"5375","Phil Woods"
"5376","Nat Pierce"
"5377","Phil Woods"
"5378","Oscar Pettiford"
"5379","Phil Woods"
"5380","Lester Young"
"5381","Phil Woods"
"5382","John Coltrane"
"5383","Phil Woods"
"5384","Jerome Richardson"
"5385","Phil Woods"
"5386","Gil Evans"
"5387","Phil Woods"
"5388","Jackie McLean"
"5389","Phil Woods"
"5390","Tom Harrell"
"5391","Phil Woods"
"5392","Joe Morello"
"5393","Phil Woods"
"5394","Milt Jackson"
"5395","Phil Woods"
"5396","Kenny Dorham"
"5397","Phil Woods"
"5398","Archie Shepp"
"5399","Phil Woods"
"5400","Jerry Dodgion"
"5401","Phil Woods"
"5402","Miles Davis"
"5403","Phil Woods"
"5404","Dizzy Gillespie"
"5405","Phil Woods"
"5406","Lionel Hampton"
"5407","Phil Woods"
"5408","Howard McGhee"
"5409","Phil Woods"
"5410","Charlie Parker"
"5411","Phil Woods"
"5412","Bix Beiderbecke"
"5413","Phil Woods"
"5414","Charlie Barnet"
"5415","Phil Woods"
"5416","Conte Candoli"
"5417","Phil Woods"
"5418","Billy Byers"
"5419","Phil Woods"
"5420","Zoot Sims"
"5421","Phil Woods"
"5422","Woody Herman"
"5423","Phil Woods"
"5424","Benny Carter"
"5425","Phil Woods"
"5426","Johnny Hodges"
"5427","Phil Woods"
"5428","Buddy Bolden"
"5429","Phil Woods"
"5430","Sarah Vaughan"
"5431","Phil Woods"
"5432","Count Basie"
"5433","Phil Woods"
"5434","Jesse Davis"
"5435","Phil Woods"
"5436","Al Cohn"
"5437","Gerald Wiggins"
"5438","Art Tatum"
"5439","Gerald Wiggins"
"5440","Bud Powell"
"5441","Gerald Wiggins"
"5442","Paul Humphrey"
"5443","Gerald Wiggins"
"5444","Helen Humes"
"5445","Gerald Wiggins"
"5446","Al Tinney"
"5447","Gerald Wiggins"
"5448","Joe Williams (jazz singer)"
"5449","Gerald Wiggins"
"5450","Andy Simpkins"
"5451","Gerald Wiggins"
"5452","Sherman Ferguson"
"5453","Gerald Wiggins"
"5454","Thelonious Monk"
"5455","Gerald Wiggins"
"5456","J. J. Johnson"
"5457","Gerald Wiggins"
"5458","George Wein"
"5459","Gerald Wiggins"
"5460","Dinah Washington"
"5461","Gerald Wiggins"
"5462","Jo Jones"
"5463","Benny Waters"
"5464","Jabbo Smith"
"5465","Benny Waters"
"5466","Coleman Hawkins"
"5467","Benny Waters"
"5468","Ella Fitzgerald"
"5469","Benny Waters"
"5470","Chick Webb"
"5471","Benny Waters"
"5472","Hot Lips Page"
"5473","Benny Waters"
"5474","Joe Williams (jazz singer)"
"5475","Benny Waters"
"5476","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"5477","Benny Waters"
"5478","Charlie Parker"
"5479","Benny Waters"
"5480","Charlie Johnson (bandleader)"
"5481","Benny Waters"
"5482","Sy Oliver"
"5483","Benny Waters"
"5484","Fletcher Henderson"
"5485","Benny Waters"
"5486","Louis Armstrong"
"5487","Benny Waters"
"5488","Trummy Young"
"5489","Benny Waters"
"5490","Jimmie Lunceford"
"5491","Benny Waters"
"5492","Benny Carter"
"5493","Benny Waters"
"5494","Jimmy Harrison"
"5495","Benny Waters"
"5496","Johnny Hodges"
"5497","Benny Waters"
"5498","Jimmy Archey"
"5499","Benny Waters"
"5500","Benny Goodman"
"5501","Benny Waters"
"5502","Count Basie"
"5503","Benny Waters"
"5504","Billy Taylor (jazz bassist)"
"5505","Benny Waters"
"5506","Sidney De Paris"
"5507","Benny Waters"
"5508","Joe Thomas (tenor saxophonist)"
"5509","Benny Waters"
"5510","Earl Bostic"
"5511","Benny Waters"
"5512","Duke Ellington"
"5513","Ed Shaughnessy"
"5514","Quincy Jones"
"5515","Ed Shaughnessy"
"5516","Bud Powell"
"5517","Ed Shaughnessy"
"5518","Jack Teagarden"
"5519","Ed Shaughnessy"
"5520","Morey Feld"
"5521","Ed Shaughnessy"
"5522","Roy Eldridge"
"5523","Ed Shaughnessy"
"5524","Mundell Lowe"
"5525","Ed Shaughnessy"
"5526","George Shearing"
"5527","Ed Shaughnessy"
"5528","John Levy (musician)"
"5529","Ed Shaughnessy"
"5530","Doc Severinsen"
"5531","Ed Shaughnessy"
"5532","Joe Williams (jazz singer)"
"5533","Ed Shaughnessy"
"5534","Don Lamond"
"5535","Ed Shaughnessy"
"5536","Oscar Peterson"
"5537","Ed Shaughnessy"
"5538","Norman Granz"
"5539","Ed Shaughnessy"
"5540","Tony Scott (musician)"
"5541","Ed Shaughnessy"
"5542","Milt Hinton"
"5543","Ed Shaughnessy"
"5544","Louie Bellson"
"5545","Ed Shaughnessy"
"5546","Lionel Hampton"
"5547","Ed Shaughnessy"
"5548","Charlie Parker"
"5549","Ed Shaughnessy"
"5550","Kenny Clarke"
"5551","Ed Shaughnessy"
"5552","Max Roach"
"5553","Ed Shaughnessy"
"5554","Zoot Sims"
"5555","Ed Shaughnessy"
"5556","Mel Lewis"
"5557","Ed Shaughnessy"
"5558","Woody Herman"
"5559","Ed Shaughnessy"
"5560","Tommy Dorsey"
"5561","Ed Shaughnessy"
"5562","Roy Kral"
"5563","Ed Shaughnessy"
"5564","Thelonious Monk"
"5565","Ed Shaughnessy"
"5566","Art Blakey"
"5567","Ed Shaughnessy"
"5568","Teddy Wilson"
"5569","Ed Shaughnessy"
"5570","Oliver Nelson"
"5571","Ed Shaughnessy"
"5572","Buddy Rich"
"5573","Ed Shaughnessy"
"5574","Don Byas"
"5575","Ed Shaughnessy"
"5576","Dick Hyman"
"5577","Ed Shaughnessy"
"5578","Chick Corea"
"5579","Ed Shaughnessy"
"5580","Benny Goodman"
"5581","Ed Shaughnessy"
"5582","Count Basie"
"5583","Ed Shaughnessy"
"5584","Sid Catlett"
"5585","Ed Shaughnessy"
"5586","Jackie Cain"
"5587","Ed Shaughnessy"
"5588","Duke Ellington"
"5589","Eddie Marshall"
"5590","Art Tatum"
"5591","Eddie Marshall"
"5592","Wilson Pickett"
"5593","Eddie Marshall"
"5594","Johnny Griffin"
"5595","Eddie Marshall"
"5596","Billy Drummond"
"5597","Eddie Marshall"
"5598","Al Green"
"5599","Eddie Marshall"
"5600","Stan Getz"
"5601","Eddie Marshall"
"5602","Clifford Jordan"
"5603","Eddie Marshall"
"5604","Art Farmer"
"5605","Eddie Marshall"
"5606","Richie Powell"
"5607","Eddie Marshall"
"5608","Jon Hendricks"
"5609","Eddie Marshall"
"5610","Bill Graham (musician)"
"5611","Eddie Marshall"
"5612","Jake Hanna"
"5613","Eddie Marshall"
"5614","Kenny Dorham"
"5615","Eddie Marshall"
"5616","Dexter Gordon"
"5617","Eddie Marshall"
"5618","Milt Hinton"
"5619","Eddie Marshall"
"5620","Hank Jones"
"5621","Eddie Marshall"
"5622","Miles Davis"
"5623","Eddie Marshall"
"5624","Gene Krupa"
"5625","Eddie Marshall"
"5626","Charlie Parker"
"5627","Eddie Marshall"
"5628","Art Taylor"
"5629","Eddie Marshall"
"5630","Max Roach"
"5631","Eddie Marshall"
"5632","Woody Herman"
"5633","Eddie Marshall"
"5634","David Murray (saxophonist)"
"5635","Eddie Marshall"
"5636","McCoy Tyner"
"5637","Eddie Marshall"
"5638","Louis Armstrong"
"5639","Eddie Marshall"
"5640","Art Blakey"
"5641","Eddie Marshall"
"5642","Michael White (violinist)"
"5643","Eddie Marshall"
"5644","Kaiser Marshall"
"5645","Eddie Marshall"
"5646","Teddy Wilson"
"5647","Eddie Marshall"
"5648","Bobby Hutcherson"
"5649","Eddie Marshall"
"5650","Mick Jagger"
"5651","Eddie Marshall"
"5652","George Cables"
"5653","Eddie Marshall"
"5654","Buddy Rich"
"5655","Eddie Marshall"
"5656","Stevie Wonder"
"5657","Eddie Marshall"
"5658","Jon Jang"
"5659","Eddie Marshall"
"5660","Clifford Brown"
"5661","Eddie Marshall"
"5662","George Wettling"
"5663","Eddie Marshall"
"5664","Benny Goodman"
"5665","Eddie Marshall"
"5666","Count Basie"
"5667","Eddie Marshall"
"5668","Herbie Hancock"
"5669","Eddie Marshall"
"5670","Duke Ellington"
"5671","Oscar Peterson"
"5672","Art Tatum"
"5673","Oscar Peterson"
"5674","Coleman Hawkins"
"5675","Oscar Peterson"
"5676","Nat King Cole"
"5677","Oscar Peterson"
"5678","Cat Anderson"
"5679","Oscar Peterson"
"5680","Roy Eldridge"
"5681","Oscar Peterson"
"5682","Ella Fitzgerald"
"5683","Oscar Peterson"
"5684","Lester Young"
"5685","Oscar Peterson"
"5686","Ben Webster"
"5687","Oscar Peterson"
"5688","Benny Green (pianist)"
"5689","Oscar Peterson"
"5690","Joe Williams (jazz singer)"
"5691","Oscar Peterson"
"5692","Norman Granz"
"5693","Oscar Peterson"
"5694","Ray Brown Jr."
"5695","Oscar Peterson"
"5696","Dizzy Gillespie"
"5697","Oscar Peterson"
"5698","Louie Bellson"
"5699","Oscar Peterson"
"5700","Herb Ellis"
"5701","Oscar Peterson"
"5702","Harry Carney"
"5703","Oscar Peterson"
"5704","Louis Armstrong"
"5705","Oscar Peterson"
"5706","Benny Carter"
"5707","Oscar Peterson"
"5708","Ray Brown (musician)"
"5709","Oscar Peterson"
"5710","Barney Kessel"
"5711","Oscar Peterson"
"5712","Johnny Hodges"
"5713","Oscar Peterson"
"5714","Joe Newman (trumpeter)"
"5715","Oscar Peterson"
"5716","Clark Terry"
"5717","Oscar Peterson"
"5718","Glenn Miller"
"5719","Oscar Peterson"
"5720","Count Basie"
"5721","Oscar Peterson"
"5722","Ed Thigpen"
"5723","Oscar Peterson"
"5724","Duke Ellington"
"5725","Harold Ousley"
"5726","Johnny Griffin"
"5727","Harold Ousley"
"5728","Quincy Jones"
"5729","Harold Ousley"
"5730","Coleman Hawkins"
"5731","Harold Ousley"
"5732","Bud Powell"
"5733","Harold Ousley"
"5734","Nat King Cole"
"5735","Harold Ousley"
"5736","Jack McDuff"
"5737","Harold Ousley"
"5738","Randy Weston"
"5739","Harold Ousley"
"5740","George Coleman"
"5741","Harold Ousley"
"5742","Ray Bryant"
"5743","Harold Ousley"
"5744","Lester Young"
"5745","Harold Ousley"
"5746","Alice Coltrane"
"5747","Harold Ousley"
"5748","Red Saunders (musician)"
"5749","Harold Ousley"
"5750","Milt Hinton"
"5751","Harold Ousley"
"5752","Lionel Hampton"
"5753","Harold Ousley"
"5754","Charlie Parker"
"5755","Harold Ousley"
"5756","Stanley Turrentine"
"5757","Harold Ousley"
"5758","Louis Armstrong"
"5759","Harold Ousley"
"5760","Yusef Lateef"
"5761","Harold Ousley"
"5762","Roy Hamilton"
"5763","Harold Ousley"
"5764","George Benson"
"5765","Harold Ousley"
"5766","Monty Alexander"
"5767","Harold Ousley"
"5768","Clark Terry"
"5769","Harold Ousley"
"5770","Count Basie"
"5771","Harold Ousley"
"5772","Dinah Washington"
"5773","Harold Ousley"
"5774","Duke Ellington"
"5775","Doc Cheatham"
"5776","Miles Davis"
"5777","Doc Cheatham"
"5778","Wynton Marsalis"
"5779","Doc Cheatham"
"5780","Chick Webb"
"5781","Doc Cheatham"
"5782","Buck Clayton"
"5783","Doc Cheatham"
"5784","Tito Puente"
"5785","Doc Cheatham"
"5786","Erroll Garner"
"5787","Doc Cheatham"
"5788","Ted Lewis (musician)"
"5789","Doc Cheatham"
"5790","Count Basie"
"5791","Doc Cheatham"
"5792","Benny Carter"
"5793","Doc Cheatham"
"5794","Charlie Shavers"
"5795","Doc Cheatham"
"5796","http://dbpedia.org/resource/Joe_""King""_Oliver"
"5797","Doc Cheatham"
"5798","Roy Hargrove"
"5799","Doc Cheatham"
"5800","Bennie Moten"
"5801","Doc Cheatham"
"5802","Harry Edison"
"5803","Doc Cheatham"
"5804","Stan Kenton"
"5805","Doc Cheatham"
"5806","Jelly Roll Morton"
"5807","Doc Cheatham"
"5808","Louis Armstrong"
"5809","Doc Cheatham"
"5810","Benny Goodman"
"5811","Doc Cheatham"
"5812","Jay McShann"
"5813","Doc Cheatham"
"5814","Milt Hinton"
"5815","Doc Cheatham"
"5816","Dizzy Gillespie"
"5817","Doc Cheatham"
"5818","Johnny Dunn"
"5819","Doc Cheatham"
"5820","Charlie Parker"
"5821","Doc Cheatham"
"5822","Sam Wooding"
"5823","Doc Cheatham"
"5824","Hot Lips Page"
"5825","Doc Cheatham"
"5826","Cab Calloway"
